mpi_jax, 5, 5, 200, 39.91420817375183, 0.1995493948459625
mpi_jax, 5, 5, 200, 40.02405500411987, 0.20009788393974304
mpi_jax, 5, 5, 200, 40.014780044555664, 0.20005199193954468
mpi_jax, 5, 5, 200, 39.96956181526184, 0.19982533574104308
mpi_jax, 5, 5, 200, 39.91203999519348, 0.19953835368156433
mpi_jax, 10, 10, 200, 39.96640396118164, 0.19980998039245607
mpi_jax, 10, 10, 200, 40.126079082489014, 0.2006085753440857
mpi_jax, 10, 10, 200, 40.27403497695923, 0.20134806752204895
mpi_jax, 10, 10, 200, 40.013025999069214, 0.20004329562187195
mpi_jax, 10, 10, 200, 40.49441599845886, 0.2024502921104431
mpi_jax, 15, 15, 200, 40.51202702522278, 0.20253806829452514
mpi_jax, 15, 15, 200, 40.089038133621216, 0.20042360544204713
mpi_jax, 15, 15, 200, 40.05298709869385, 0.20024288892745973
mpi_jax, 15, 15, 200, 40.38370084762573, 0.2018962836265564
mpi_jax, 15, 15, 200, 40.26684808731079, 0.20131260991096497
mpi_jax, 20, 20, 200, 40.75002598762512, 0.20372771143913268
mpi_jax, 20, 20, 200, 40.19181799888611, 0.20093624591827391
mpi_jax, 20, 20, 200, 40.67484998703003, 0.20335222840309142
mpi_jax, 20, 20, 200, 40.14405298233032, 0.20069855213165283
mpi_jax, 20, 20, 200, 40.23908305168152, 0.20117318034172058
mpi_jax, 25, 25, 200, 40.241106033325195, 0.20118342995643615
mpi_jax, 25, 25, 200, 40.21433782577515, 0.20104973673820495
mpi_jax, 25, 25, 200, 40.34155488014221, 0.2016858947277069
mpi_jax, 25, 25, 200, 40.17440605163574, 0.2008500277996063
mpi_jax, 25, 25, 200, 40.3806049823761, 0.20188079595565797
